% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
47.102	1	1	4711	3	1	14	1527	14	1527
47.116	1	1	4712	7	1	14	1527	14	1527
47.117	1	1	4712	8	1	14	1527	14	1527
47.131	1	1	4714	2	1	14	1527	14	1527
47.132	1	1	4714	3	1	14	1527	14	1527
47.146	1	1	4715	7	1	14	1527	14	1527
47.147	1	1	4715	8	1	14	1527	14	1527
47.148	1	1	4715	9	1	14	1527	14	1527
47.155	1	1	4716	6	1	0	0	14	1527
47.161	1	1	4717	2	1	14	1527	14	1527
47.162	1	1	4717	3	1	14	1527	14	1527
47.176	1	1	4718	7	1	14	1527	14	1527
47.177	1	1	4718	8	1	14	1527	14	1527
47.178	1	1	4718	9	1	14	1527	14	1527
47.185	1	1	4719	6	1	0	0	14	1527
47.191	1	1	4720	2	1	14	1527	14	1527
47.192	1	1	4720	3	1	14	1527	14	1527
47.193	1	1	4720	4	1	14	1527	14	1527
47.2	1	1	4721	1	1	0	0	14	1527
47.206	1	1	4721	7	1	14	1527	14	1527
47.207	1	1	4721	8	1	14	1527	14	1527
47.208	1	1	4721	9	1	14	1527	14	1527
47.221	1	1	4723	2	1	14	1527	14	1527
47.222	1	1	4723	3	1	14	1527	14	1527
47.223	1	1	4723	4	1	14	1527	14	1527
47.23	1	1	4724	1	1	0	0	14	1527
47.236	1	1	4724	7	1	14	1527	14	1527
47.237	1	1	4724	8	1	14	1527	14	1527
47.238	1	1	4724	9	1	14	1527	14	1527
47.251	1	1	4726	2	1	14	1527	14	1527
47.252	1	1	4726	3	1	14	1527	14	1527
47.253	1	1	4726	4	1	14	1527	14	1527
47.266	1	1	4727	7	1	14	1527	14	1527
47.267	1	1	4727	8	1	14	1527	14	1527
47.268	1	1	4727	9	1	14	1527	14	1527
47.281	1	1	4729	2	1	14	1527	14	1527
47.282	1	1	4729	3	1	14	1527	14	1527
47.283	1	1	4729	4	1	14	1527	14	1527
47.296	1	1	4730	7	1	14	1527	14	1527
47.297	1	1	4730	8	1	14	1527	14	1527
47.298	1	1	4730	9	1	14	1527	14	1527
47.311	1	1	4732	2	1	14	1527	14	1527
47.312	1	1	4732	3	1	14	1527	14	1527
47.313	1	1	4732	4	1	14	1527	14	1527
47.326	1	1	4733	7	1	14	1527	14	1527
47.327	1	1	4733	8	1	14	1527	14	1527
47.328	1	1	4733	9	1	14	1527	14	1527
47.329	1	1	4733	10	1	14	1527	14	1527
47.336	1	1	4734	7	1	0	0	14	1527
47.341	1	1	4735	2	1	14	1527	14	1527
47.342	1	1	4735	3	1	14	1527	14	1527
47.343	1	1	4735	4	1	14	1527	14	1527
47.344	1	1	4735	5	1	14	1527	14	1527
47.351	1	1	4736	2	1	0	0	14	1527
47.356	1	1	4736	7	1	14	1527	14	1527
47.357	1	1	4736	8	1	14	1527	14	1527
47.358	1	1	4736	9	1	14	1527	14	1527
47.359	1	1	4736	10	1	14	1527	14	1527
47.366	1	1	4737	7	1	0	0	14	1527
47.371	1	1	4738	2	1	14	1527	14	1527
47.372	1	1	4738	3	1	14	1527	14	1527
47.373	1	1	4738	4	1	14	1527	14	1527
47.374	1	1	4738	5	1	14	1527	14	1527
47.381	1	1	4739	2	1	0	0	14	1527
47.386	1	1	4739	7	1	14	1527	14	1527
47.387	1	1	4739	8	1	14	1527	14	1527
47.388	1	1	4739	9	1	14	1527	14	1527
47.389	1	1	4739	10	1	14	1527	14	1527
47.396	1	1	4740	7	1	0	0	14	1527
47.401	1	1	4741	2	1	14	1527	14	1527
47.402	1	1	4741	3	1	14	1527	14	1527
47.403	1	1	4741	4	1	14	1527	14	1527
47.404	1	1	4741	5	1	14	1527	14	1527
47.411	1	1	4742	2	1	0	0	14	1527
47.416	1	1	4742	7	1	14	1527	14	1527
47.417	1	1	4742	8	1	14	1527	14	1527
47.431	1	1	4744	2	1	14	1527	14	1527
47.432	1	1	4744	3	1	14	1527	14	1527
47.446	1	1	4745	7	1	14	1527	14	1527
47.447	1	1	4745	8	1	14	1527	14	1527
47.461	1	1	4747	2	1	14	1527	14	1527
47.462	1	1	4747	3	1	14	1527	14	1527
47.476	1	1	4748	7	1	14	1527	14	1527
47.477	1	1	4748	8	1	14	1527	14	1527
47.491	1	1	4750	2	1	14	1527	14	1527
47.492	1	1	4750	3	1	14	1527	14	1527
47.506	1	1	4751	7	1	14	1527	14	1527
47.507	1	1	4751	8	1	14	1527	14	1527
47.508	1	1	4751	9	1	14	1527	14	1527
47.515	1	1	4752	6	1	0	0	14	1527
47.521	1	1	4753	2	1	14	1527	14	1527
47.522	1	1	4753	3	1	14	1527	14	1527
47.536	1	1	4754	7	1	14	1527	14	1527
47.537	1	1	4754	8	1	14	1527	14	1527
47.538	1	1	4754	9	1	14	1527	14	1527
47.545	1	1	4755	6	1	0	0	14	1527
47.551	1	1	4756	2	1	14	1527	14	1527
47.552	1	1	4756	3	1	14	1527	14	1527
47.553	1	1	4756	4	1	14	1527	14	1527
47.56	1	1	4757	1	1	0	0	14	1527
47.566	1	1	4757	7	1	14	1527	14	1527
47.567	1	1	4757	8	1	14	1527	14	1527
47.568	1	1	4757	9	1	14	1527	14	1527
47.581	1	1	4759	2	1	14	1527	14	1527
47.582	1	1	4759	3	1	14	1527	14	1527
47.583	1	1	4759	4	1	14	1527	14	1527
47.59	1	1	4760	1	1	0	0	14	1527
47.596	1	1	4760	7	1	14	1527	14	1527
47.597	1	1	4760	8	1	14	1527	14	1527
47.598	1	1	4760	9	1	14	1527	14	1527
47.611	1	1	4762	2	1	14	1527	14	1527
47.612	1	1	4762	3	1	14	1527	14	1527
47.613	1	1	4762	4	1	14	1527	14	1527
47.626	1	1	4763	7	1	14	1527	14	1527
47.627	1	1	4763	8	1	14	1527	14	1527
47.628	1	1	4763	9	1	14	1527	14	1527
47.641	1	1	4765	2	1	14	1527	14	1527
47.642	1	1	4765	3	1	14	1527	14	1527
47.643	1	1	4765	4	1	14	1527	14	1527
47.656	1	1	4766	7	1	14	1527	14	1527
47.657	1	1	4766	8	1	14	1527	14	1527
47.658	1	1	4766	9	1	14	1527	14	1527
47.671	1	1	4768	2	1	14	1527	14	1527
47.672	1	1	4768	3	1	14	1527	14	1527
47.673	1	1	4768	4	1	14	1527	14	1527
47.686	1	1	4769	7	1	14	1527	14	1527
47.687	1	1	4769	8	1	14	1527	14	1527
47.688	1	1	4769	9	1	14	1527	14	1527
47.689	1	1	4769	10	1	14	1527	14	1527
47.696	1	1	4770	7	1	0	0	14	1527
47.701	1	1	4771	2	1	14	1527	14	1527
47.702	1	1	4771	3	1	14	1527	14	1527
47.703	1	1	4771	4	1	14	1527	14	1527
47.704	1	1	4771	5	1	14	1527	14	1527
47.711	1	1	4772	2	1	0	0	14	1527
47.716	1	1	4772	7	1	14	1527	14	1527
47.717	1	1	4772	8	1	14	1527	14	1527
47.718	1	1	4772	9	1	14	1527	14	1527
47.719	1	1	4772	10	1	14	1527	14	1527
47.726	1	1	4773	7	1	0	0	14	1527
47.731	1	1	4774	2	1	14	1527	14	1527
47.732	1	1	4774	3	1	14	1527	14	1527
47.733	1	1	4774	4	1	14	1527	14	1527
47.734	1	1	4774	5	1	14	1527	14	1527
47.741	1	1	4775	2	1	0	0	14	1527
47.746	1	1	4775	7	1	14	1527	14	1527
47.747	1	1	4775	8	1	14	1527	14	1527
47.748	1	1	4775	9	1	14	1527	14	1527
47.749	1	1	4775	10	1	14	1527	14	1527
47.756	1	1	4776	7	1	0	0	14	1527
47.761	1	1	4777	2	1	14	1527	14	1527
47.762	1	1	4777	3	1	14	1527	14	1527
47.763	1	1	4777	4	1	14	1527	14	1527
47.764	1	1	4777	5	1	14	1527	14	1527
47.771	1	1	4778	2	1	0	0	14	1527
47.776	1	1	4778	7	1	14	1527	14	1527
47.777	1	1	4778	8	1	14	1527	14	1527
47.791	1	1	4780	2	1	14	1527	14	1527
47.792	1	1	4780	3	1	14	1527	14	1527
47.806	1	1	4781	7	1	14	1527	14	1527
47.807	1	1	4781	8	1	14	1527	14	1527
47.821	1	1	4783	2	1	14	1527	14	1527
47.822	1	1	4783	3	1	14	1527	14	1527
47.836	1	1	4784	7	1	14	1527	14	1527
47.837	1	1	4784	8	1	14	1527	14	1527
47.851	1	1	4786	2	1	14	1527	14	1527
47.852	1	1	4786	3	1	14	1527	14	1527
47.866	1	1	4787	7	1	14	1527	14	1527
47.867	1	1	4787	8	1	14	1527	14	1527
47.868	1	1	4787	9	1	14	1527	14	1527
47.875	1	1	4788	6	1	0	0	14	1527
47.881	1	1	4789	2	1	14	1527	14	1527
47.882	1	1	4789	3	1	14	1527	14	1527
47.896	1	1	4790	7	1	14	1527	14	1527
47.897	1	1	4790	8	1	14	1527	14	1527
47.898	1	1	4790	9	1	14	1527	14	1527
47.905	1	1	4791	6	1	0	0	14	1527
47.911	1	1	4792	2	1	14	1527	14	1527
47.912	1	1	4792	3	1	14	1527	14	1527
47.913	1	1	4792	4	1	14	1527	14	1527
47.92	1	1	4793	1	1	0	0	14	1527
47.926	1	1	4793	7	1	14	1527	14	1527
47.927	1	1	4793	8	1	14	1527	14	1527
47.928	1	1	4793	9	1	14	1527	14	1527
47.941	1	1	4795	2	1	14	1527	14	1527
47.942	1	1	4795	3	1	14	1527	14	1527
47.943	1	1	4795	4	1	14	1527	14	1527
47.95	1	1	4796	1	1	0	0	14	1527
47.956	1	1	4796	7	1	14	1527	14	1527
47.957	1	1	4796	8	1	14	1527	14	1527
47.958	1	1	4796	9	1	14	1527	14	1527
47.971	1	1	4798	2	1	14	1527	14	1527
47.972	1	1	4798	3	1	14	1527	14	1527
47.973	1	1	4798	4	1	14	1527	14	1527
47.986	1	1	4799	7	1	14	1527	14	1527
47.987	1	1	4799	8	1	14	1527	14	1527
47.988	1	1	4799	9	1	14	1527	14	1527
48.001	1	1	4801	2	1	14	1527	14	1527
48.002	1	1	4801	3	1	14	1527	14	1527
48.003	1	1	4801	4	1	14	1527	14	1527
48.016	1	1	4802	7	1	14	1527	14	1527
48.017	1	1	4802	8	1	14	1527	14	1527
48.018	1	1	4802	9	1	14	1527	14	1527
48.031	1	1	4804	2	1	14	1527	14	1527
48.032	1	1	4804	3	1	14	1527	14	1527
48.033	1	1	4804	4	1	14	1527	14	1527
48.046	1	1	4805	7	1	14	1527	14	1527
48.047	1	1	4805	8	1	14	1527	14	1527
48.048	1	1	4805	9	1	14	1527	14	1527
48.049	1	1	4805	10	1	14	1527	14	1527
48.056	1	1	4806	7	1	0	0	14	1527
48.061	1	1	4807	2	1	14	1527	14	1527
48.062	1	1	4807	3	1	14	1527	14	1527
48.063	1	1	4807	4	1	14	1527	14	1527
48.064	1	1	4807	5	1	14	1527	14	1527
48.071	1	1	4808	2	1	0	0	14	1527
48.076	1	1	4808	7	1	14	1527	14	1527
48.077	1	1	4808	8	1	14	1527	14	1527
48.078	1	1	4808	9	1	14	1527	14	1527
48.079	1	1	4808	10	1	14	1527	14	1527
48.086	1	1	4809	7	1	0	0	14	1527
48.091	1	1	4810	2	1	14	1527	14	1527
48.092	1	1	4810	3	1	14	1527	14	1527
48.093	1	1	4810	4	1	14	1527	14	1527
48.094	1	1	4810	5	1	14	1527	14	1527
48.101	1	1	4811	2	1	0	0	14	1527
48.106	1	1	4811	7	1	14	1527	14	1527
48.107	1	1	4811	8	1	14	1527	14	1527
48.108	1	1	4811	9	1	14	1527	14	1527
48.109	1	1	4811	10	1	14	1527	14	1527
48.116	1	1	4812	7	1	0	0	14	1527
48.121	1	1	4813	2	1	14	1527	14	1527
48.122	1	1	4813	3	1	14	1527	14	1527
48.123	1	1	4813	4	1	14	1527	14	1527
48.124	1	1	4813	5	1	14	1527	14	1527
48.131	1	1	4814	2	1	0	0	14	1527
48.136	1	1	4814	7	1	14	1527	14	1527
48.137	1	1	4814	8	1	14	1527	14	1527
48.151	1	1	4816	2	1	14	1527	14	1527
48.152	1	1	4816	3	1	14	1527	14	1527
48.166	1	1	4817	7	1	14	1527	14	1527
48.167	1	1	4817	8	1	14	1527	14	1527
48.181	1	1	4819	2	1	14	1527	14	1527
48.182	1	1	4819	3	1	14	1527	14	1527
48.196	1	1	4820	7	1	14	1527	14	1527
48.197	1	1	4820	8	1	14	1527	14	1527
48.211	1	1	4822	2	1	14	1527	14	1527
48.212	1	1	4822	3	1	14	1527	14	1527
48.226	1	1	4823	7	1	14	1527	14	1527
48.227	1	1	4823	8	1	14	1527	14	1527
48.228	1	1	4823	9	1	14	1527	14	1527
48.235	1	1	4824	6	1	0	0	14	1527
48.241	1	1	4825	2	1	14	1527	14	1527
48.242	1	1	4825	3	1	14	1527	14	1527
48.256	1	1	4826	7	1	14	1527	14	1527
48.257	1	1	4826	8	1	14	1527	14	1527
48.258	1	1	4826	9	1	14	1527	14	1527
48.265	1	1	4827	6	1	0	0	14	1527
48.271	1	1	4828	2	1	14	1527	14	1527
48.272	1	1	4828	3	1	14	1527	14	1527
48.273	1	1	4828	4	1	14	1527	14	1527
48.28	1	1	4829	1	1	0	0	14	1527
48.286	1	1	4829	7	1	14	1527	14	1527
48.287	1	1	4829	8	1	14	1527	14	1527
48.288	1	1	4829	9	1	14	1527	14	1527
48.301	1	1	4831	2	1	14	1527	14	1527
48.302	1	1	4831	3	1	14	1527	14	1527
48.303	1	1	4831	4	1	14	1527	14	1527
48.31	1	1	4832	1	1	0	0	14	1527
48.316	1	1	4832	7	1	14	1527	14	1527
48.317	1	1	4832	8	1	14	1527	14	1527
48.318	1	1	4832	9	1	14	1527	14	1527
48.331	1	1	4834	2	1	14	1527	14	1527
48.332	1	1	4834	3	1	14	1527	14	1527
48.333	1	1	4834	4	1	14	1527	14	1527
48.346	1	1	4835	7	1	14	1527	14	1527
48.347	1	1	4835	8	1	14	1527	14	1527
48.348	1	1	4835	9	1	14	1527	14	1527
48.361	1	1	4837	2	1	14	1527	14	1527
48.362	1	1	4837	3	1	14	1527	14	1527
48.363	1	1	4837	4	1	14	1527	14	1527
48.376	1	1	4838	7	1	14	1527	14	1527
48.377	1	1	4838	8	1	14	1527	14	1527
48.378	1	1	4838	9	1	14	1527	14	1527
48.391	1	1	4840	2	1	14	1527	14	1527
48.392	1	1	4840	3	1	14	1527	14	1527
48.393	1	1	4840	4	1	14	1527	14	1527
48.406	1	1	4841	7	1	14	1527	14	1527
48.407	1	1	4841	8	1	14	1527	14	1527
48.408	1	1	4841	9	1	14	1527	14	1527
48.409	1	1	4841	10	1	14	1527	14	1527
48.416	1	1	4842	7	1	0	0	14	1527
48.421	1	1	4843	2	1	14	1527	14	1527
48.422	1	1	4843	3	1	14	1527	14	1527
48.423	1	1	4843	4	1	14	1527	14	1527
48.424	1	1	4843	5	1	14	1527	14	1527
48.431	1	1	4844	2	1	0	0	14	1527
48.436	1	1	4844	7	1	14	1527	14	1527
48.437	1	1	4844	8	1	14	1527	14	1527
48.438	1	1	4844	9	1	14	1527	14	1527
48.439	1	1	4844	10	1	14	1527	14	1527
48.446	1	1	4845	7	1	0	0	14	1527
48.451	1	1	4846	2	1	14	1527	14	1527
48.452	1	1	4846	3	1	14	1527	14	1527
48.453	1	1	4846	4	1	14	1527	14	1527
48.454	1	1	4846	5	1	14	1527	14	1527
48.461	1	1	4847	2	1	0	0	14	1527
48.466	1	1	4847	7	1	14	1527	14	1527
48.467	1	1	4847	8	1	14	1527	14	1527
48.468	1	1	4847	9	1	14	1527	14	1527
48.469	1	1	4847	10	1	14	1527	14	1527
48.476	1	1	4848	7	1	0	0	14	1527
48.481	1	1	4849	2	1	14	1527	14	1527
48.482	1	1	4849	3	1	14	1527	14	1527
48.483	1	1	4849	4	1	14	1527	14	1527
48.484	1	1	4849	5	1	14	1527	14	1527
48.491	1	1	4850	2	1	0	0	14	1527
48.496	1	1	4850	7	1	14	1527	14	1527
48.497	1	1	4850	8	1	14	1527	14	1527
48.511	1	1	4852	2	1	14	1527	14	1527
48.512	1	1	4852	3	1	14	1527	14	1527
48.526	1	1	4853	7	1	14	1527	14	1527
48.527	1	1	4853	8	1	14	1527	14	1527
48.541	1	1	4855	2	1	14	1527	14	1527
48.542	1	1	4855	3	1	14	1527	14	1527
48.556	1	1	4856	7	1	14	1527	14	1527
48.557	1	1	4856	8	1	14	1527	14	1527
48.571	1	1	4858	2	1	14	1527	14	1527
48.572	1	1	4858	3	1	14	1527	14	1527
48.586	1	1	4859	7	1	14	1527	14	1527
48.587	1	1	4859	8	1	14	1527	14	1527
48.588	1	1	4859	9	1	14	1527	14	1527
48.595	1	1	4860	6	1	0	0	14	1527
48.601	1	1	4861	2	1	14	1527	14	1527
48.602	1	1	4861	3	1	14	1527	14	1527
48.616	1	1	4862	7	1	14	1527	14	1527
48.617	1	1	4862	8	1	14	1527	14	1527
48.618	1	1	4862	9	1	14	1527	14	1527
48.625	1	1	4863	6	1	0	0	14	1527
48.631	1	1	4864	2	1	14	1527	14	1527
48.632	1	1	4864	3	1	14	1527	14	1527
48.633	1	1	4864	4	1	14	1527	14	1527
48.64	1	1	4865	1	1	0	0	14	1527
48.646	1	1	4865	7	1	14	1527	14	1527
48.647	1	1	4865	8	1	14	1527	14	1527
48.648	1	1	4865	9	1	14	1527	14	1527
48.661	1	1	4867	2	1	14	1527	14	1527
48.662	1	1	4867	3	1	14	1527	14	1527
48.663	1	1	4867	4	1	14	1527	14	1527
48.67	1	1	4868	1	1	0	0	14	1527
48.676	1	1	4868	7	1	14	1527	14	1527
48.677	1	1	4868	8	1	14	1527	14	1527
48.678	1	1	4868	9	1	14	1527	14	1527
48.691	1	1	4870	2	1	14	1527	14	1527
48.692	1	1	4870	3	1	14	1527	14	1527
48.693	1	1	4870	4	1	14	1527	14	1527
48.706	1	1	4871	7	1	14	1527	14	1527
48.707	1	1	4871	8	1	14	1527	14	1527
48.708	1	1	4871	9	1	14	1527	14	1527
48.721	1	1	4873	2	1	14	1527	14	1527
48.722	1	1	4873	3	1	14	1527	14	1527
48.723	1	1	4873	4	1	14	1527	14	1527
48.736	1	1	4874	7	1	14	1527	14	1527
48.737	1	1	4874	8	1	14	1527	14	1527
48.738	1	1	4874	9	1	14	1527	14	1527
48.751	1	1	4876	2	1	14	1527	14	1527
48.752	1	1	4876	3	1	14	1527	14	1527
48.753	1	1	4876	4	1	14	1527	14	1527
48.766	1	1	4877	7	1	14	1527	14	1527
48.767	1	1	4877	8	1	14	1527	14	1527
48.768	1	1	4877	9	1	14	1527	14	1527
48.769	1	1	4877	10	1	14	1527	14	1527
48.776	1	1	4878	7	1	0	0	14	1527
48.781	1	1	4879	2	1	14	1527	14	1527
48.782	1	1	4879	3	1	14	1527	14	1527
48.783	1	1	4879	4	1	14	1527	14	1527
48.784	1	1	4879	5	1	14	1527	14	1527
48.791	1	1	4880	2	1	0	0	14	1527
48.796	1	1	4880	7	1	14	1527	14	1527
48.797	1	1	4880	8	1	14	1527	14	1527
48.798	1	1	4880	9	1	14	1527	14	1527
48.799	1	1	4880	10	1	14	1527	14	1527
48.806	1	1	4881	7	1	0	0	14	1527
48.811	1	1	4882	2	1	14	1527	14	1527
48.812	1	1	4882	3	1	14	1527	14	1527
48.813	1	1	4882	4	1	14	1527	14	1527
48.814	1	1	4882	5	1	14	1527	14	1527
48.821	1	1	4883	2	1	0	0	14	1527
48.826	1	1	4883	7	1	14	1527	14	1527
48.827	1	1	4883	8	1	14	1527	14	1527
48.828	1	1	4883	9	1	14	1527	14	1527
48.829	1	1	4883	10	1	14	1527	14	1527
48.836	1	1	4884	7	1	0	0	14	1527
48.841	1	1	4885	2	1	14	1527	14	1527
48.842	1	1	4885	3	1	14	1527	14	1527
48.843	1	1	4885	4	1	14	1527	14	1527
48.844	1	1	4885	5	1	14	1527	14	1527
48.851	1	1	4886	2	1	0	0	14	1527
48.856	1	1	4886	7	1	14	1527	14	1527
48.857	1	1	4886	8	1	14	1527	14	1527
48.871	1	1	4888	2	1	14	1527	14	1527
48.872	1	1	4888	3	1	14	1527	14	1527
48.886	1	1	4889	7	1	14	1527	14	1527
48.887	1	1	4889	8	1	14	1527	14	1527
48.901	1	1	4891	2	1	14	1527	14	1527
48.902	1	1	4891	3	1	14	1527	14	1527
48.916	1	1	4892	7	1	14	1527	14	1527
48.917	1	1	4892	8	1	14	1527	14	1527
48.931	1	1	4894	2	1	14	1527	14	1527
48.932	1	1	4894	3	1	14	1527	14	1527
48.946	1	1	4895	7	1	14	1527	14	1527
48.947	1	1	4895	8	1	14	1527	14	1527
48.948	1	1	4895	9	1	14	1527	14	1527
48.955	1	1	4896	6	1	0	0	14	1527
48.961	1	1	4897	2	1	14	1527	14	1527
48.962	1	1	4897	3	1	14	1527	14	1527
48.976	1	1	4898	7	1	14	1527	14	1527
48.977	1	1	4898	8	1	14	1527	14	1527
48.978	1	1	4898	9	1	14	1527	14	1527
48.985	1	1	4899	6	1	0	0	14	1527
48.991	1	1	4900	2	1	14	1527	14	1527
48.992	1	1	4900	3	1	14	1527	14	1527
48.993	1	1	4900	4	1	14	1527	14	1527
49	1	1	4901	1	1	0	0	14	1527
49.006	1	1	4901	7	1	14	1527	14	1527
49.007	1	1	4901	8	1	14	1527	14	1527
49.008	1	1	4901	9	1	14	1527	14	1527
49.021	1	1	4903	2	1	14	1527	14	1527
49.022	1	1	4903	3	1	14	1527	14	1527
49.023	1	1	4903	4	1	14	1527	14	1527
49.03	1	1	4904	1	1	0	0	14	1527
49.036	1	1	4904	7	1	14	1527	14	1527
49.037	1	1	4904	8	1	14	1527	14	1527
49.038	1	1	4904	9	1	14	1527	14	1527
49.051	1	1	4906	2	1	14	1527	14	1527
49.052	1	1	4906	3	1	14	1527	14	1527
49.053	1	1	4906	4	1	14	1527	14	1527
49.066	1	1	4907	7	1	14	1527	14	1527
49.067	1	1	4907	8	1	14	1527	14	1527
49.068	1	1	4907	9	1	14	1527	14	1527
49.081	1	1	4909	2	1	14	1527	14	1527
49.082	1	1	4909	3	1	14	1527	14	1527
49.083	1	1	4909	4	1	14	1527	14	1527
49.096	1	1	4910	7	1	14	1527	14	1527
49.097	1	1	4910	8	1	14	1527	14	1527
49.098	1	1	4910	9	1	14	1527	14	1527
49.111	1	1	4912	2	1	14	1527	14	1527
49.112	1	1	4912	3	1	14	1527	14	1527
49.113	1	1	4912	4	1	14	1527	14	1527
49.126	1	1	4913	7	1	14	1527	14	1527
49.127	1	1	4913	8	1	14	1527	14	1527
49.128	1	1	4913	9	1	14	1527	14	1527
49.129	1	1	4913	10	1	14	1527	14	1527
49.136	1	1	4914	7	1	0	0	14	1527
49.141	1	1	4915	2	1	14	1527	14	1527
49.142	1	1	4915	3	1	14	1527	14	1527
49.143	1	1	4915	4	1	14	1527	14	1527
49.144	1	1	4915	5	1	14	1527	14	1527
49.151	1	1	4916	2	1	0	0	14	1527
49.156	1	1	4916	7	1	14	1527	14	1527
49.157	1	1	4916	8	1	14	1527	14	1527
49.158	1	1	4916	9	1	14	1527	14	1527
49.159	1	1	4916	10	1	14	1527	14	1527
49.166	1	1	4917	7	1	0	0	14	1527
49.171	1	1	4918	2	1	14	1527	14	1527
49.172	1	1	4918	3	1	14	1527	14	1527
49.173	1	1	4918	4	1	14	1527	14	1527
49.174	1	1	4918	5	1	14	1527	14	1527
49.181	1	1	4919	2	1	0	0	14	1527
49.186	1	1	4919	7	1	14	1527	14	1527
49.187	1	1	4919	8	1	14	1527	14	1527
49.188	1	1	4919	9	1	14	1527	14	1527
49.189	1	1	4919	10	1	14	1527	14	1527
49.196	1	1	4920	7	1	0	0	14	1527
49.201	1	1	4921	2	1	14	1527	14	1527
49.202	1	1	4921	3	1	14	1527	14	1527
49.203	1	1	4921	4	1	14	1527	14	1527
49.204	1	1	4921	5	1	14	1527	14	1527
49.211	1	1	4922	2	1	0	0	14	1527
49.216	1	1	4922	7	1	14	1527	14	1527
49.217	1	1	4922	8	1	14	1527	14	1527
49.231	1	1	4924	2	1	14	1527	14	1527
49.232	1	1	4924	3	1	14	1527	14	1527
49.246	1	1	4925	7	1	14	1527	14	1527
49.247	1	1	4925	8	1	14	1527	14	1527
49.261	1	1	4927	2	1	14	1527	14	1527
49.262	1	1	4927	3	1	14	1527	14	1527
49.276	1	1	4928	7	1	14	1527	14	1527
49.277	1	1	4928	8	1	14	1527	14	1527
49.291	1	1	4930	2	1	14	1527	14	1527
49.292	1	1	4930	3	1	14	1527	14	1527
49.306	1	1	4931	7	1	14	1527	14	1527
49.307	1	1	4931	8	1	14	1527	14	1527
49.308	1	1	4931	9	1	14	1527	14	1527
49.315	1	1	4932	6	1	0	0	14	1527
49.321	1	1	4933	2	1	14	1527	14	1527
49.322	1	1	4933	3	1	14	1527	14	1527
49.336	1	1	4934	7	1	14	1527	14	1527
49.337	1	1	4934	8	1	14	1527	14	1527
49.338	1	1	4934	9	1	14	1527	14	1527
49.345	1	1	4935	6	1	0	0	14	1527
49.351	1	1	4936	2	1	14	1527	14	1527
49.352	1	1	4936	3	1	14	1527	14	1527
49.353	1	1	4936	4	1	14	1527	14	1527
49.36	1	1	4937	1	1	0	0	14	1527
49.366	1	1	4937	7	1	14	1527	14	1527
49.367	1	1	4937	8	1	14	1527	14	1527
49.368	1	1	4937	9	1	14	1527	14	1527
49.381	1	1	4939	2	1	14	1527	14	1527
49.382	1	1	4939	3	1	14	1527	14	1527
49.383	1	1	4939	4	1	14	1527	14	1527
49.39	1	1	4940	1	1	0	0	14	1527
49.396	1	1	4940	7	1	14	1527	14	1527
49.397	1	1	4940	8	1	14	1527	14	1527
49.398	1	1	4940	9	1	14	1527	14	1527
49.411	1	1	4942	2	1	14	1527	14	1527
49.412	1	1	4942	3	1	14	1527	14	1527
49.413	1	1	4942	4	1	14	1527	14	1527
49.426	1	1	4943	7	1	14	1527	14	1527
49.427	1	1	4943	8	1	14	1527	14	1527
49.428	1	1	4943	9	1	14	1527	14	1527
49.441	1	1	4945	2	1	14	1527	14	1527
49.442	1	1	4945	3	1	14	1527	14	1527
49.443	1	1	4945	4	1	14	1527	14	1527
49.456	1	1	4946	7	1	14	1527	14	1527
49.457	1	1	4946	8	1	14	1527	14	1527
49.458	1	1	4946	9	1	14	1527	14	1527
49.471	1	1	4948	2	1	14	1527	14	1527
49.472	1	1	4948	3	1	14	1527	14	1527
49.473	1	1	4948	4	1	14	1527	14	1527
49.486	1	1	4949	7	1	14	1527	14	1527
49.487	1	1	4949	8	1	14	1527	14	1527
49.488	1	1	4949	9	1	14	1527	14	1527
49.489	1	1	4949	10	1	14	1527	14	1527
49.496	1	1	4950	7	1	0	0	14	1527
49.501	1	1	4951	2	1	14	1527	14	1527
49.502	1	1	4951	3	1	14	1527	14	1527
49.503	1	1	4951	4	1	14	1527	14	1527
49.504	1	1	4951	5	1	14	1527	14	1527
49.511	1	1	4952	2	1	0	0	14	1527
49.516	1	1	4952	7	1	14	1527	14	1527
49.517	1	1	4952	8	1	14	1527	14	1527
49.518	1	1	4952	9	1	14	1527	14	1527
49.519	1	1	4952	10	1	14	1527	14	1527
49.526	1	1	4953	7	1	0	0	14	1527
49.531	1	1	4954	2	1	14	1527	14	1527
49.532	1	1	4954	3	1	14	1527	14	1527
49.533	1	1	4954	4	1	14	1527	14	1527
49.534	1	1	4954	5	1	14	1527	14	1527
49.541	1	1	4955	2	1	0	0	14	1527
49.546	1	1	4955	7	1	14	1527	14	1527
49.547	1	1	4955	8	1	14	1527	14	1527
49.548	1	1	4955	9	1	14	1527	14	1527
49.549	1	1	4955	10	1	14	1527	14	1527
49.556	1	1	4956	7	1	0	0	14	1527
49.561	1	1	4957	2	1	14	1527	14	1527
49.562	1	1	4957	3	1	14	1527	14	1527
49.563	1	1	4957	4	1	14	1527	14	1527
49.564	1	1	4957	5	1	14	1527	14	1527
49.571	1	1	4958	2	1	0	0	14	1527
